behaviorSpaceRun,moranI,terr,mem,numPred
30,0.2677855504574524,None,None,1
31,0.2475167898368702,None,None,1
32,0.27569032087117135,None,None,1
33,0.28976953716699444,None,None,1
34,0.27905367415537174,None,None,1
35,0.2563274960962501,None,None,1
36,0.272535986582976,None,None,1
37,0.25540199086979565,None,None,1
38,0.28429430391784316,None,None,1
39,0.2572175039293171,None,None,1
40,0.27753468611996057,None,None,1
41,0.25804532249291823,None,None,1
42,0.27327073979347705,None,None,1
43,0.2458145264152105,None,None,1
44,0.27714185654584705,None,None,1
45,0.24209814893315082,None,None,1
46,0.28567214653763146,None,None,1
47,0.2965200782541071,None,None,1
48,0.2427663175840373,None,None,1
