"","behaviorSpaceRun","tick","compID","mean_within_dist","n_pairs","numPred"
"477","2",2700,1,2.57813368019825,119,1
"478","2",2700,2,0.834722337067842,1,1
"479","2",2750,1,2.70889502137152,118,1
"480","2",2750,2,0.810811013738713,1,1
"481","2",2800,1,2.28416310629218,115,1
"482","2",2800,2,0.776051454479662,1,1
"483","2",2850,1,1.9882204397809,109,1
"484","2",2850,2,0.744433637069149,1,1
"485","2",2900,1,3.32930384457904,3,1
"486","2",2900,2,2.25362724795779,76,1
"487","2",2900,3,2.72391463155511,1,1
"488","2",2900,4,0.725007675821435,1,1
"489","2",2950,1,2.99923065514138,3,1
"490","2",2950,2,2.15413347365136,102,1
"491","2",2950,3,0.695836590012338,1,1
"492","2",3000,1,2.756993616632,3,1
"493","2",3000,2,1.92574184945942,104,1
"494","2",3000,3,0.671608107455531,1,1
"495","2",3050,1,2.27467173810112,3,1
"496","2",3050,2,1.77837706413875,105,1
"497","2",3050,3,0.650015669041905,1,1
"498","2",3100,1,2.05378450829157,3,1
"499","2",3100,2,1.98482273300516,105,1
"500","2",3100,3,0.637998315044796,1,1
"501","2",3150,1,1.23548608423086,3,1
"502","2",3150,2,2.41830082220525,99,1
"503","2",3150,3,0.615106007123974,1,1
"504","2",3200,1,1.11773899992936,3,1
"505","2",3200,2,2.16017750148819,102,1
"506","2",3200,3,0.592939499443242,1,1
"507","2",3250,1,1.11053682198355,3,1
"508","2",3250,2,2.05189032224567,104,1
"509","2",3250,3,0.563081130921647,1,1
"510","2",3300,1,0.869311168613122,3,1
"511","2",3300,2,1.77476723638988,105,1
"512","2",3300,3,0.523892450795006,1,1
"513","2",3350,1,2.18600824428822,103,1
"514","2",3350,2,0.22273044246353,1,1
"515","2",3350,3,0.505895265840666,1,1
"516","2",3400,1,0.53871877356585,3,1
"517","2",3400,2,2.08564951878486,104,1
"518","2",3400,3,0.498226504714473,1,1
"519","2",3450,1,0.60245310810687,3,1
"520","2",3450,2,2.0552075197033,102,1
"521","2",3450,3,0.517958492545493,1,1
"522","2",3500,1,3.26344276856284,10,1
"523","2",3500,2,2.15432440563579,105,1
"524","2",3550,1,3.24519136576648,10,1
"525","2",3550,2,2.02134303608047,105,1
"526","2",3600,1,3.12389987052816,10,1
