"","compID","mean_within_dist","n_pairs","numPred","behaviorSpaceRun","tick"
"235",3,2.12930417586451,7,1,"1",4200
"236",1,1.02528920227162,6,1,"1",4250
"237",2,2.58489915482125,93,1,"1",4250
"238",1,0.985420364159218,6,1,"1",4300
"239",2,2.70089667857181,103,1,"1",4300
"240",1,3.20319303587115,151,1,"1",4350
"241",1,3.3366067759907,169,1,"1",4400
"242",1,2.84227227622181,180,1,"1",4450
"243",1,2.89775239632676,177,1,"1",4500
"244",1,2.88740540209688,170,1,"1",4550
"245",1,2.89399675767986,179,1,"1",4600
"246",1,2.95780035938892,176,1,"1",4650
"247",1,2.72392437198366,175,1,"1",4700
"248",1,2.45951623058631,45,1,"1",4750
"249",2,1.18529323791528,45,1,"1",4750
"250",1,2.53031455604458,171,1,"1",4800
"251",1,0.563078262766379,1,1,"1",4850
"252",2,2.49094538017933,153,1,"1",4850
"253",1,2.79063369865701,170,1,"1",4900
"254",1,3.59025729968912,101,1,"1",4950
"255",1,3.00386077680894,124,1,"1",5000
"256",2,3.39809515022755,1,1,"1",5000
"257",1,2.83787685053425,127,1,"1",5050
"258",2,3.31383047393798,1,1,"1",5050
"259",1,2.6608927307573,128,1,"1",5100
"260",2,3.25454771819373,1,1,"1",5100
"261",1,2.68418590669119,127,1,"1",5150
"262",2,0.504166688705235,1,1,"1",5150
"263",1,2.80808971581961,123,1,"1",5200
"264",2,0.188818034096323,1,1,"1",5200
"265",1,2.99411886343473,118,1,"1",5250
"266",1,2.92684860766335,118,1,"1",5300
"267",2,0.604081327306184,1,1,"1",5300
"268",1,2.40596743785714,28,1,"1",5350
"269",2,1.45646298793748,36,1,"1",5350
"270",3,0.511048852850684,1,1,"1",5350
"271",1,3.39918876557354,142,1,"1",5400
"272",1,3.09033226123661,118,1,"1",5450
"273",2,3.60538246757676,3,1,"1",5450
"274",1,3.16194774535841,115,1,"1",5500
"275",2,3.4958384000733,3,1,"1",5500
"276",1,3.06204798442575,115,1,"1",5550
"277",2,3.39373119845637,3,1,"1",5550
"278",1,3.14897452678537,114,1,"1",5600
"279",2,3.26170342467824,3,1,"1",5600
"280",1,3.1967384799143,113,1,"1",5650
"281",2,3.18236795271032,3,1,"1",5650
"282",1,3.11478226610117,113,1,"1",5700
"283",2,3.08819524374106,3,1,"1",5700
"284",1,3.43316911044835,123,1,"1",5750
"285",1,3.38713221446161,26,1,"1",5800
"286",2,2.6228622470636,43,1,"1",5800
"287",1,3.22228856286407,146,1,"1",5850
"288",1,5.96099014006901,1,1,"1",5900
"289",2,3.51270513643042,106,1,"1",5900
"290",1,1.83715564120191,1,1,"1",5950
"291",2,2.64174489362573,66,1,"1",5950
"292",3,2.33236291860676,13,1,"1",5950
"293",1,1.78524593543859,1,1,"1",6000
"294",2,2.84953028770577,144,1,"1",6000
"295",1,1.73222407615181,1,1,"1",6050
"296",2,3.57684516438671,117,1,"1",6050
"297",1,1.67714047414043,1,1,"1",6100
"298",2,1.95944069745001,78,1,"1",6100
"299",3,1.0724626503181,10,1,"1",6100
"300",1,1.62305920101517,1,1,"1",6150
"301",2,3.43263677950605,101,1,"1",6150
"302",1,1.5694239261589,1,1,"1",6200
"303",2,2.60565094243123,103,1,"1",6200
"304",3,0.915435399140759,1,1,"1",6200
"305",1,1.51760233262867,1,1,"1",6250
"306",2,2.54005350040008,135,1,"1",6250
"307",1,1.46784483171758,1,1,"1",6300
"308",2,2.52677246426141,135,1,"1",6300
"309",1,1.42789062956516,1,1,"1",6350
"310",2,2.83871695529876,136,1,"1",6350
"311",1,1.38203757546602,1,1,"1",6400
"312",2,2.96874509468798,137,1,"1",6400
"313",1,1.32185966350441,1,1,"1",6450
"314",2,2.75057935353023,130,1,"1",6450
"315",1,1.27922806801602,1,1,"1",6500
"316",2,2.87503639958161,125,1,"1",6500
"317",1,1.24186611597225,1,1,"1",6550
"318",2,2.91669361725851,124,1,"1",6550
"319",1,1.19519087178576,1,1,"1",6600
"320",2,2.79999989010701,120,1,"1",6600
"321",1,1.16236180683985,1,1,"1",6650
"322",2,2.71164262514893,119,1,"1",6650
"323",1,1.12578230577674,1,1,"1",6700
"324",2,2.85513060973003,119,1,"1",6700
"325",1,1.09108393810926,1,1,"1",6750
"326",2,2.93156997553709,121,1,"1",6750
"327",1,1.05075969184205,1,1,"1",6800
"328",2,3.00065711373367,116,1,"1",6800
"329",1,1.02614155943515,1,1,"1",6850
"330",2,2.97242233522888,109,1,"1",6850
"331",1,0.98415613598656,1,1,"1",6900
"332",2,2.82438087930154,111,1,"1",6900
"333",1,1.59658176427015,1,1,"1",6950
"334",2,1.28480182925997,15,1,"1",6950
"335",3,3.36622621105603,21,1,"1",6950
"336",4,1.92517399992832,1,1,"1",6950
"337",1,0.632185067840108,1,1,"1",7000
"338",2,2.30301489223068,22,1,"1",7000
"339",3,2.23763803977399,21,1,"1",7000
"340",4,3.22488521966286,1,1,"1",7000
"341",1,0.571901258959969,1,1,"1",7050
"342",2,3.10657418943586,90,1,"1",7050
"343",3,3.16667075964648,1,1,"1",7050
"344",1,0.676935188921364,1,1,"1",7100
"345",2,2.50197643026139,103,1,"1",7100
"346",3,3.10770610740462,1,1,"1",7100
"347",1,0.461195934500727,1,1,"1",7150
"348",2,1.24049931776075,45,1,"1",7150
"349",3,1.79718498695667,10,1,"1",7150
"350",4,3.04835669336776,1,1,"1",7150
"351",1,0.461100249403531,1,1,"1",7200
"352",2,2.18018878661129,66,1,"1",7200
"353",3,1.77008811253588,3,1,"1",7200
"354",4,2.98933773602114,1,1,"1",7200
"355",1,0.461100249403531,1,1,"1",7250
"356",2,2.71606746962339,95,1,"1",7250
"357",3,2.94277824003101,1,1,"1",7250
"358",1,0.461100249403535,1,1,"1",7300
"359",2,2.53468550760069,95,1,"1",7300
"360",3,3.36037804997591,3,1,"1",7300
"361",1,0.461100249403531,1,1,"1",7350
"362",2,2.75917487385115,95,1,"1",7350
"363",3,3.28519966471748,3,1,"1",7350
"364",1,0.461224999322457,1,1,"1",7400
"365",2,2.84885663178128,93,1,"1",7400
"366",3,3.21331085631294,3,1,"1",7400
"367",1,0.418957229320608,1,1,"1",7450
"368",2,3.24472505350854,93,1,"1",7450
"369",3,3.14062321563032,3,1,"1",7450
"370",1,0.418957229320608,1,1,"1",7500
"371",2,3.20248002778907,84,1,"1",7500
"372",3,3.06419754117551,3,1,"1",7500
"373",1,3.42073436665746,10,1,"1",7550
"374",2,3.10405166303037,87,1,"1",7550
"375",1,1.44884076834912,6,1,"1",7600
"376",2,3.11999844432304,87,1,"1",7600
"377",1,0.637800043182775,6,1,"1",7650
"378",2,3.01996471664558,79,1,"1",7650
"379",1,0.795145162381285,6,1,"1",7700
"380",2,2.9314298650117,93,1,"1",7700
"381",1,0.78864184874545,6,1,"1",7750
"382",2,2.24603375215681,43,1,"1",7750
"383",3,2.07623517229166,15,1,"1",7750
"384",1,0.734435413755146,6,1,"1",7800
"385",2,1.63627360601526,45,1,"1",7800
"386",3,1.7255943691872,15,1,"1",7800
"387",1,1.90673160176085,6,1,"1",7850
"388",2,1.75213828950103,45,1,"1",7850
"389",3,1.93465142273523,15,1,"1",7850
"390",1,3.02914579589381,42,1,"1",7900
"391",2,2.44872386991143,15,1,"1",7900
"392",3,1.7729187939666,1,1,"1",7900
"393",1,2.78615733285578,69,1,"1",7950
"394",2,1.98897729075103,15,1,"1",7950
"395",1,2.83240371396014,85,1,"1",8000
"396",2,2.49351100923674,15,1,"1",8000
"397",1,2.64705383636847,90,1,"1",8050
"398",2,2.14900635961116,15,1,"1",8050
"399",1,2.67255125411439,90,1,"1",8100
"400",2,2.15953667660239,15,1,"1",8100
"401",1,2.85073198154483,86,1,"1",8150
"402",2,2.45569575524092,15,1,"1",8150
"403",1,2.94671836301251,32,1,"1",8200
"404",2,2.29544079816967,15,1,"1",8200
"405",3,2.20141952203039,6,1,"1",8200
"406",1,2.64741584945183,65,1,"1",8250
"407",2,2.20406265017178,15,1,"1",8250
"408",1,2.75634039451235,80,1,"1",8300
"409",2,2.15347588688792,15,1,"1",8300
"410",1,2.79651562692503,69,1,"1",8350
"411",2,2.2968760687142,15,1,"1",8350
"412",1,2.22415134442167,78,1,"1",8400
"413",2,2.19686928163181,15,1,"1",8400
"414",1,2.06815653330946,78,1,"1",8450
"415",2,2.49209603527172,15,1,"1",8450
"416",1,3.34411406018663,112,1,"1",8500
"417",1,3.38796861037894,93,1,"1",8550
"418",2,3.39331090322186,2,1,"1",8550
"419",1,2.39775426006102,112,1,"1",8600
"420",2,0.762181638456344,1,1,"1",8600
"421",1,2.65420761997967,114,1,"1",8650
"422",2,3.68875915563926,3,1,"1",8650
"423",1,2.65125334516656,116,1,"1",8700
"424",2,2.30805643050104,3,1,"1",8700
"425",1,2.52962809611405,117,1,"1",8750
"426",2,2.23282491553591,3,1,"1",8750
"427",1,2.66731331039551,112,1,"1",8800
"428",2,2.81318544355602,4,1,"1",8800
"429",1,2.344538060178,83,1,"1",8850
"430",2,3.6641099128459,2,1,"1",8850
"431",1,3.27638043284968,61,1,"1",8900
"432",2,1.88260590992531,6,1,"1",8900
"433",1,2.71479880950078,106,1,"1",8950
"434",2,0.461857248894473,6,1,"1",8950
"435",1,2.10302624669097,110,1,"1",9000
"436",2,0.552237082730929,6,1,"1",9000
"437",1,2.03771251131187,112,1,"1",9050
"438",2,0.434582403496003,6,1,"1",9050
"439",1,2.22510607425657,112,1,"1",9100
"440",2,0.498101618249868,6,1,"1",9100
"441",1,2.54605681383814,113,1,"1",9150
"442",2,0.772478185143125,6,1,"1",9150
"443",1,2.64561472374037,117,1,"1",9200
"444",2,0.597186696560566,6,1,"1",9200
"445",1,2.17796618344671,120,1,"1",9250
"446",2,0.764293886557648,6,1,"1",9250
"447",1,2.51419301151758,119,1,"1",9300
"448",2,0.798940123226426,6,1,"1",9300
"449",1,2.38629244975749,120,1,"1",9350
"450",2,0.672089680095333,6,1,"1",9350
"451",1,2.44939707722739,117,1,"1",9400
"452",2,0.571927053670802,6,1,"1",9400
"453",1,2.36377653091664,103,1,"1",9450
"454",2,0.691004298332823,6,1,"1",9450
"455",1,2.15589614247692,103,1,"1",9500
"456",2,0.654482263403111,6,1,"1",9500
"457",1,2.08333779352353,106,1,"1",9550
"458",2,0.534346625012631,6,1,"1",9550
"459",1,2.36781022595317,110,1,"1",9600
"460",2,1.84133324137552,6,1,"1",9600
"461",1,2.49179796043458,123,1,"1",9650
"462",1,3.07176798674717,135,1,"1",9700
"463",1,3.16663466076377,166,1,"1",9750
"464",1,3.25319930302939,174,1,"1",9800
"465",1,3.23304106113859,175,1,"1",9850
"466",1,3.01593752300029,174,1,"1",9900
"467",1,2.80889034441023,168,1,"1",9950
"468",1,4.4484773586026,1,1,"2",0
"469",2,4.41755387629851,1,1,"2",0
"470",1,1.88148769328954,1,1,"2",50
"471",2,4.59054371672351,2,1,"2",50
"472",3,5.55893933138328,1,1,"2",50
"473",4,4.839152447485,1,1,"2",50
"474",5,2.77828370941486,1,1,"2",50
"475",1,3.70875804744092,3,1,"2",100
"476",2,1.23903253387472,1,1,"2",100
"477",3,2.09128542684986,3,1,"2",100
"478",4,5.69258255100442,1,1,"2",100
"479",1,2.84451119005189,3,1,"2",150
"480",2,1.26119050503879,1,1,"2",150
"481",3,2.02677645602342,3,1,"2",150
"482",4,1.01879421376449,1,1,"2",150
"483",5,4.88216203336186,1,1,"2",150
"484",6,3.07401317498803,1,1,"2",150
"485",1,2.13797953685249,1,1,"2",200
"486",2,3.13708969253373,24,1,"2",200
"487",3,2.5695188810359,1,1,"2",200
"488",4,0.454709929515511,1,1,"2",200
"489",5,4.48288402370617,1,1,"2",200
"490",1,3.20560282673573,20,1,"2",250
"491",2,2.5788211610814,24,1,"2",250
"492",3,0.394104922577731,1,1,"2",250
"493",1,2.9218240388597,28,1,"2",300
"494",2,3.01412997948242,21,1,"2",300
"495",3,0.49986887280566,1,1,"2",300
"496",1,2.92930814703425,32,1,"2",350
"497",2,2.88300837291265,35,1,"2",350
"498",1,2.81836918678368,32,1,"2",400
"499",2,3.26208644599821,36,1,"2",400
"500",1,2.78196145662778,33,1,"2",450
"501",2,2.22595857910069,36,1,"2",450
"502",1,2.8149689160948,33,1,"2",500
"503",2,2.23534148460277,36,1,"2",500
"504",1,2.63038236879606,34,1,"2",550
"505",2,2.32707276788709,37,1,"2",550
"506",1,3.4062951432058,104,1,"2",600
"507",1,2.99895578344844,110,1,"2",650
"508",1,2.78061719319464,61,1,"2",700
"509",2,2.46622653237633,21,1,"2",700
"510",1,3.02239831625935,127,1,"2",750
"511",1,1.99805647879085,28,1,"2",800
"512",2,2.64697637926538,52,1,"2",800
"513",1,2.85848992384998,121,1,"2",850
"514",1,1.53344554354025,6,1,"2",900
"515",2,2.94731734559756,90,1,"2",900
"516",1,2.95100344409762,123,1,"2",950
"517",1,0.628698115155436,1,1,"2",1000
"518",2,2.87643518224849,100,1,"2",1000
"519",1,2.08517725779415,28,1,"2",1050
"520",2,2.47670468494791,54,1,"2",1050
"521",1,2.83716153783955,116,1,"2",1100
"522",1,2.97766058627524,120,1,"2",1150
"523",1,3.01048201495674,119,1,"2",1200
"524",1,2.86591557512852,121,1,"2",1250
"525",1,2.93305471649875,118,1,"2",1300
"526",1,2.94257884182166,119,1,"2",1350
"527",1,2.98169271521791,120,1,"2",1400
"528",1,2.90199986112535,109,1,"2",1450
"529",2,2.41608625673836,1,1,"2",1450
"530",1,2.91391675292098,127,1,"2",1500
"531",1,2.99958523188991,124,1,"2",1550
"532",1,2.99923768565411,128,1,"2",1600
"533",1,3.01219350119107,128,1,"2",1650
"534",1,3.09098880118156,132,1,"2",1700
"535",1,3.20870773388665,129,1,"2",1750
"536",1,3.26775790290276,130,1,"2",1800
"537",1,3.25122716391653,125,1,"2",1850
"538",1,3.13977880366892,119,1,"2",1900
"539",1,2.92155726336917,110,1,"2",1950
"540",1,2.93708368819064,114,1,"2",2000
"541",1,2.70583274004353,102,1,"2",2050
"542",1,2.76803213536902,44,1,"2",2100
"543",2,2.12533144974372,37,1,"2",2100
"544",1,2.61292036638254,102,1,"2",2150
"545",1,2.95388371871989,109,1,"2",2200
"546",1,2.6419606695173,101,1,"2",2250
"547",1,2.30267462959834,92,1,"2",2300
"548",1,2.60278987104605,97,1,"2",2350
"549",1,2.239333057234,3,1,"2",2400
"550",2,2.0476346256335,67,1,"2",2400
"551",1,2.47831252169443,92,1,"2",2450
"552",1,1.93983323570008,21,1,"2",2500
"553",2,1.27072544444432,39,1,"2",2500
"554",1,2.85966150361339,63,1,"2",2550
"555",2,1.57260083507035,28,1,"2",2550
"556",1,2.83653928480877,64,1,"2",2600
"557",2,1.41399910133366,28,1,"2",2600
"558",1,2.8013643225989,62,1,"2",2650
"559",2,1.10631248040603,28,1,"2",2650
"560",1,2.82163994219617,61,1,"2",2700
"561",2,1.5068992322082,28,1,"2",2700
"562",1,2.67293380287177,58,1,"2",2750
"563",2,1.41686954256835,28,1,"2",2750
"564",1,2.68453178478987,60,1,"2",2800
"565",2,1.23721130416702,28,1,"2",2800
"566",1,2.6517098635938,59,1,"2",2850
"567",2,1.49834213550396,28,1,"2",2850
"568",1,2.68945617820975,58,1,"2",2900
"569",2,1.03339024442418,28,1,"2",2900
"570",1,2.66816840854764,57,1,"2",2950
"571",2,1.3689698357934,28,1,"2",2950
"572",1,2.69527761314269,56,1,"2",3000
