Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F)
1630.0656120923763,815.0328060461882,2,4028.60454491897,26.257372232265226,4.680077129023258e-12
2269.630927357101,1134.8154636785505,2,4003.11849245634,36.5595983667064,1.843457650457423e-16
8358.93403231042,2786.3113441034734,3,191.54823075068512,89.76474759589256,2.5911014219759233e-36
