"","numPred","behaviorSpaceRun","tick","compID","compSize"
"80",1,"1",1800,2,7
"81",1,"1",1800,3,2
"82",1,"1",1850,1,4
"83",1,"1",1850,2,9
"84",1,"1",1850,3,6
"85",1,"1",1900,1,10
"86",1,"1",1900,2,9
"87",1,"1",1950,1,11
"88",1,"1",1950,2,9
"89",1,"1",2000,1,11
"90",1,"1",2000,2,9
"91",1,"1",2050,1,11
"92",1,"1",2050,2,8
"93",1,"1",2100,1,11
"94",1,"1",2100,2,9
"95",1,"1",2150,1,7
"96",1,"1",2150,2,9
"97",1,"1",2150,3,4
"98",1,"1",2200,1,9
"99",1,"1",2200,2,10
"100",1,"1",2250,1,11
"101",1,"1",2250,2,9
"102",1,"1",2300,1,11
"103",1,"1",2300,2,8
"104",1,"1",2350,1,11
"105",1,"1",2350,2,9
"106",1,"1",2400,1,10
"107",1,"1",2400,2,9
"108",1,"1",2450,1,11
"109",1,"1",2450,2,7
"110",1,"1",2450,3,2
"111",1,"1",2500,1,11
"112",1,"1",2500,2,9
"113",1,"1",2550,1,11
"114",1,"1",2550,2,9
"115",1,"1",2600,1,10
"116",1,"1",2600,2,9
"117",1,"1",2650,1,11
"118",1,"1",2650,2,9
"119",1,"1",2700,1,11
"120",1,"1",2700,2,9
"121",1,"1",2750,1,9
"122",1,"1",2750,2,9
"123",1,"1",2750,3,2
"124",1,"1",2800,1,11
"125",1,"1",2800,2,9
"126",1,"1",2850,1,11
"127",1,"1",2850,2,9
"128",1,"1",2900,1,20
"129",1,"1",2950,1,20
"130",1,"1",3000,1,20
"131",1,"1",3050,1,10
"132",1,"1",3050,2,10
"133",1,"1",3100,1,20
"134",1,"1",3150,1,20
"135",1,"1",3200,1,12
"136",1,"1",3200,2,8
"137",1,"1",3250,1,20
"138",1,"1",3300,1,20
"139",1,"1",3350,1,20
"140",1,"1",3400,1,20
"141",1,"1",3450,1,20
"142",1,"1",3500,1,20
"143",1,"1",3550,1,20
"144",1,"1",3600,1,20
"145",1,"1",3650,1,12
"146",1,"1",3650,2,8
"147",1,"1",3700,1,20
"148",1,"1",3750,1,20
"149",1,"1",3800,1,16
"150",1,"1",3800,2,4
"151",1,"1",3850,1,20
"152",1,"1",3900,1,19
"153",1,"1",3950,1,20
"154",1,"1",4000,1,20
"155",1,"1",4050,1,17
"156",1,"1",4050,2,2
"157",1,"1",4100,1,18
"158",1,"1",4100,2,2
"159",1,"1",4150,1,20
"160",1,"1",4200,1,20
"161",1,"1",4250,1,20
"162",1,"1",4300,1,20
"163",1,"1",4350,1,11
"164",1,"1",4350,2,9
"165",1,"1",4400,1,18
"166",1,"1",4400,2,2
"167",1,"1",4450,1,20
"168",1,"1",4500,1,20
"169",1,"1",4550,1,20
"170",1,"1",4600,1,16
"171",1,"1",4600,2,2
"172",1,"1",4600,3,2
"173",1,"1",4650,1,18
"174",1,"1",4650,2,2
"175",1,"1",4700,1,17
"176",1,"1",4700,2,3
"177",1,"1",4750,1,8
"178",1,"1",4750,2,8
"179",1,"1",4750,3,3
"180",1,"1",4800,1,10
"181",1,"1",4800,2,9
"182",1,"1",4850,1,16
"183",1,"1",4850,2,3
"184",1,"1",4900,1,16
